,site_name,state,country,service_month,invoice_name,submitted_by,status
459,Idaho_United States_295,Idaho,United States,APR-2023,Idaho_United States_295-APR-2023,Carlos R.,POSTED
460,Idaho_United States_295,Idaho,United States,MAY-2023,Idaho_United States_295-MAY-2023,Eszter S.,POSTED
461,Idaho_United States_295,Idaho,United States,JUN-2023,Idaho_United States_295-JUN-2023,Carlos R.,POSTED
462,Idaho_United States_295,Idaho,United States,JUL-2023,Idaho_United States_295-JUL-2023,Adam S.,POSTED
463,Idaho_United States_295,Idaho,United States,AUG-2023,Idaho_United States_295-AUG-2023,Jeff W.,POSTED
464,Idaho_United States_295,Idaho,United States,SEP-2023,Idaho_United States_295-SEP-2023,Jeff W.,POSTED
465,Idaho_United States_295,Idaho,United States,OCT-2023,Idaho_United States_295-OCT-2023,Jeff W.,POSTED
466,Idaho_United States_295,Idaho,United States,NOV-2023,Idaho_United States_295-NOV-2023,Eszter S.,POSTED
467,Idaho_United States_295,Idaho,United States,DEC-2023,Idaho_United States_295-DEC-2023,Jeff W.,POSTED
468,Idaho_United States_295,Idaho,United States,JAN-2024,Idaho_United States_295-JAN-2024,Eszter S.,POSTED
469,Idaho_United States_295,Idaho,United States,FEB-2024,Idaho_United States_295-FEB-2024,Jeff W.,POSTED
470,Idaho_United States_295,Idaho,United States,MAR-2024,Idaho_United States_295-MAR-2024,Carlos R.,POSTED
471,Idaho_United States_295,Idaho,United States,APR-2024,Idaho_United States_295-APR-2024,Carlos R.,IN-PROCESS
472,Idaho_United States_295,Idaho,United States,MAY-2024,Idaho_United States_295-MAY-2024,Adam S.,POSTED
473,Idaho_United States_295,Idaho,United States,JUN-2024,Idaho_United States_295-JUN-2024,Eszter S.,POSTED
474,Idaho_United States_295,Idaho,United States,JUL-2024,Idaho_United States_295-JUL-2024,Jeff W.,POSTED
475,Idaho_United States_295,Idaho,United States,AUG-2024,Idaho_United States_295-AUG-2024,Carlos R.,POSTED
476,Idaho_United States_295,Idaho,United States,SEP-2024,Idaho_United States_295-SEP-2024,Jeff W.,POSTED
477,Idaho_United States_295,Idaho,United States,OCT-2024,Idaho_United States_295-OCT-2024,Carlos R.,POSTED
478,Idaho_United States_295,Idaho,United States,NOV-2024,Idaho_United States_295-NOV-2024,Eszter S.,POSTED
479,Idaho_United States_295,Idaho,United States,DEC-2024,Idaho_United States_295-DEC-2024,Carlos R.,POSTED
480,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JAN-2021,Espírito Santo_Brazil_13-JAN-2021,Jeff W.,POSTED
481,Espírito Santo_Brazil_13,Espírito Santo,Brazil,FEB-2021,Espírito Santo_Brazil_13-FEB-2021,Jeff W.,POSTED
482,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAR-2021,Espírito Santo_Brazil_13-MAR-2021,Jeff W.,POSTED
483,Espírito Santo_Brazil_13,Espírito Santo,Brazil,APR-2021,Espírito Santo_Brazil_13-APR-2021,Eszter S.,POSTED
484,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAY-2021,Espírito Santo_Brazil_13-MAY-2021,Adam S.,POSTED
485,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUN-2021,Espírito Santo_Brazil_13-JUN-2021,Jeff W.,POSTED
486,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUL-2021,Espírito Santo_Brazil_13-JUL-2021,Jeff W.,POSTED
487,Espírito Santo_Brazil_13,Espírito Santo,Brazil,AUG-2021,Espírito Santo_Brazil_13-AUG-2021,Carlos R.,POSTED
488,Espírito Santo_Brazil_13,Espírito Santo,Brazil,SEP-2021,Espírito Santo_Brazil_13-SEP-2021,Jeff W.,IN-PROCESS
489,Espírito Santo_Brazil_13,Espírito Santo,Brazil,OCT-2021,Espírito Santo_Brazil_13-OCT-2021,Jeff W.,POSTED
490,Espírito Santo_Brazil_13,Espírito Santo,Brazil,NOV-2021,Espírito Santo_Brazil_13-NOV-2021,Adam S.,POSTED
491,Espírito Santo_Brazil_13,Espírito Santo,Brazil,DEC-2021,Espírito Santo_Brazil_13-DEC-2021,Adam S.,POSTED
492,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JAN-2022,Espírito Santo_Brazil_13-JAN-2022,Carlos R.,POSTED
493,Espírito Santo_Brazil_13,Espírito Santo,Brazil,FEB-2022,Espírito Santo_Brazil_13-FEB-2022,Adam S.,POSTED
494,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAR-2022,Espírito Santo_Brazil_13-MAR-2022,Jeff W.,POSTED
495,Espírito Santo_Brazil_13,Espírito Santo,Brazil,APR-2022,Espírito Santo_Brazil_13-APR-2022,Carlos R.,POSTED
496,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAY-2022,Espírito Santo_Brazil_13-MAY-2022,Carlos R.,POSTED
497,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUN-2022,Espírito Santo_Brazil_13-JUN-2022,Carlos R.,POSTED
498,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUL-2022,Espírito Santo_Brazil_13-JUL-2022,Jeff W.,POSTED
499,Espírito Santo_Brazil_13,Espírito Santo,Brazil,AUG-2022,Espírito Santo_Brazil_13-AUG-2022,Carlos R.,POSTED
500,Espírito Santo_Brazil_13,Espírito Santo,Brazil,SEP-2022,Espírito Santo_Brazil_13-SEP-2022,Jeff W.,POSTED
501,Espírito Santo_Brazil_13,Espírito Santo,Brazil,OCT-2022,Espírito Santo_Brazil_13-OCT-2022,Adam S.,POSTED
502,Espírito Santo_Brazil_13,Espírito Santo,Brazil,NOV-2022,Espírito Santo_Brazil_13-NOV-2022,Carlos R.,POSTED
503,Espírito Santo_Brazil_13,Espírito Santo,Brazil,DEC-2022,Espírito Santo_Brazil_13-DEC-2022,Adam S.,POSTED
504,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JAN-2023,Espírito Santo_Brazil_13-JAN-2023,Eszter S.,POSTED
505,Espírito Santo_Brazil_13,Espírito Santo,Brazil,FEB-2023,Espírito Santo_Brazil_13-FEB-2023,Adam S.,POSTED
506,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAR-2023,Espírito Santo_Brazil_13-MAR-2023,Carlos R.,POSTED
507,Espírito Santo_Brazil_13,Espírito Santo,Brazil,APR-2023,Espírito Santo_Brazil_13-APR-2023,Carlos R.,POSTED
508,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAY-2023,Espírito Santo_Brazil_13-MAY-2023,Adam S.,SUBMITTED
509,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUN-2023,Espírito Santo_Brazil_13-JUN-2023,Jeff W.,POSTED
510,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUL-2023,Espírito Santo_Brazil_13-JUL-2023,Adam S.,POSTED
511,Espírito Santo_Brazil_13,Espírito Santo,Brazil,AUG-2023,Espírito Santo_Brazil_13-AUG-2023,Carlos R.,POSTED
512,Espírito Santo_Brazil_13,Espírito Santo,Brazil,SEP-2023,Espírito Santo_Brazil_13-SEP-2023,Carlos R.,POSTED
513,Espírito Santo_Brazil_13,Espírito Santo,Brazil,OCT-2023,Espírito Santo_Brazil_13-OCT-2023,Eszter S.,POSTED
514,Espírito Santo_Brazil_13,Espírito Santo,Brazil,NOV-2023,Espírito Santo_Brazil_13-NOV-2023,Adam S.,POSTED
515,Espírito Santo_Brazil_13,Espírito Santo,Brazil,DEC-2023,Espírito Santo_Brazil_13-DEC-2023,Adam S.,IN-PROCESS
516,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JAN-2024,Espírito Santo_Brazil_13-JAN-2024,Eszter S.,POSTED
517,Espírito Santo_Brazil_13,Espírito Santo,Brazil,FEB-2024,Espírito Santo_Brazil_13-FEB-2024,Jeff W.,POSTED
518,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAR-2024,Espírito Santo_Brazil_13-MAR-2024,Eszter S.,POSTED
519,Espírito Santo_Brazil_13,Espírito Santo,Brazil,APR-2024,Espírito Santo_Brazil_13-APR-2024,Carlos R.,IN-PROCESS
520,Espírito Santo_Brazil_13,Espírito Santo,Brazil,MAY-2024,Espírito Santo_Brazil_13-MAY-2024,Adam S.,POSTED
521,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUN-2024,Espírito Santo_Brazil_13-JUN-2024,Eszter S.,POSTED
522,Espírito Santo_Brazil_13,Espírito Santo,Brazil,JUL-2024,Espírito Santo_Brazil_13-JUL-2024,Carlos R.,POSTED
523,Espírito Santo_Brazil_13,Espírito Santo,Brazil,AUG-2024,Espírito Santo_Brazil_13-AUG-2024,Carlos R.,POSTED
524,Espírito Santo_Brazil_13,Espírito Santo,Brazil,SEP-2024,Espírito Santo_Brazil_13-SEP-2024,Eszter S.,POSTED
525,Espírito Santo_Brazil_13,Espírito Santo,Brazil,OCT-2024,Espírito Santo_Brazil_13-OCT-2024,Carlos R.,POSTED
526,Espírito Santo_Brazil_13,Espírito Santo,Brazil,NOV-2024,Espírito Santo_Brazil_13-NOV-2024,Adam S.,POSTED
527,Espírito Santo_Brazil_13,Espírito Santo,Brazil,DEC-2024,Espírito Santo_Brazil_13-DEC-2024,Jeff W.,POSTED
528,New South Wales_Australia_148,New South Wales,Australia,JAN-2021,New South Wales_Australia_148-JAN-2021,Adam S.,POSTED
529,New South Wales_Australia_148,New South Wales,Australia,FEB-2021,New South Wales_Australia_148-FEB-2021,Jeff W.,POSTED
530,New South Wales_Australia_148,New South Wales,Australia,MAR-2021,New South Wales_Australia_148-MAR-2021,Adam S.,POSTED
531,New South Wales_Australia_148,New South Wales,Australia,APR-2021,New South Wales_Australia_148-APR-2021,Jeff W.,POSTED
532,New South Wales_Australia_148,New South Wales,Australia,MAY-2021,New South Wales_Australia_148-MAY-2021,Eszter S.,POSTED
533,New South Wales_Australia_148,New South Wales,Australia,JUN-2021,New South Wales_Australia_148-JUN-2021,Eszter S.,POSTED
534,New South Wales_Australia_148,New South Wales,Australia,JUL-2021,New South Wales_Australia_148-JUL-2021,Eszter S.,POSTED
535,New South Wales_Australia_148,New South Wales,Australia,AUG-2021,New South Wales_Australia_148-AUG-2021,Carlos R.,POSTED
536,New South Wales_Australia_148,New South Wales,Australia,SEP-2021,New South Wales_Australia_148-SEP-2021,Adam S.,POSTED
537,New South Wales_Australia_148,New South Wales,Australia,OCT-2021,New South Wales_Australia_148-OCT-2021,Jeff W.,POSTED
538,New South Wales_Australia_148,New South Wales,Australia,NOV-2021,New South Wales_Australia_148-NOV-2021,Jeff W.,POSTED
539,New South Wales_Australia_148,New South Wales,Australia,DEC-2021,New South Wales_Australia_148-DEC-2021,Eszter S.,POSTED
540,New South Wales_Australia_148,New South Wales,Australia,JAN-2022,New South Wales_Australia_148-JAN-2022,Eszter S.,POSTED
541,New South Wales_Australia_148,New South Wales,Australia,FEB-2022,New South Wales_Australia_148-FEB-2022,Adam S.,POSTED
542,New South Wales_Australia_148,New South Wales,Australia,MAR-2022,New South Wales_Australia_148-MAR-2022,Eszter S.,POSTED
543,New South Wales_Australia_148,New South Wales,Australia,APR-2022,New South Wales_Australia_148-APR-2022,Eszter S.,POSTED
544,New South Wales_Australia_148,New South Wales,Australia,MAY-2022,New South Wales_Australia_148-MAY-2022,Jeff W.,POSTED
545,New South Wales_Australia_148,New South Wales,Australia,JUN-2022,New South Wales_Australia_148-JUN-2022,Jeff W.,POSTED
546,New South Wales_Australia_148,New South Wales,Australia,JUL-2022,New South Wales_Australia_148-JUL-2022,Eszter S.,POSTED
547,New South Wales_Australia_148,New South Wales,Australia,AUG-2022,New South Wales_Australia_148-AUG-2022,Eszter S.,IN-PROCESS
548,New South Wales_Australia_148,New South Wales,Australia,SEP-2022,New South Wales_Australia_148-SEP-2022,Carlos R.,POSTED
549,New South Wales_Australia_148,New South Wales,Australia,OCT-2022,New South Wales_Australia_148-OCT-2022,Carlos R.,POSTED
550,New South Wales_Australia_148,New South Wales,Australia,NOV-2022,New South Wales_Australia_148-NOV-2022,Eszter S.,POSTED
551,New South Wales_Australia_148,New South Wales,Australia,DEC-2022,New South Wales_Australia_148-DEC-2022,Adam S.,POSTED
552,New South Wales_Australia_148,New South Wales,Australia,JAN-2023,New South Wales_Australia_148-JAN-2023,Jeff W.,POSTED
553,New South Wales_Australia_148,New South Wales,Australia,FEB-2023,New South Wales_Australia_148-FEB-2023,Eszter S.,POSTED
554,New South Wales_Australia_148,New South Wales,Australia,MAR-2023,New South Wales_Australia_148-MAR-2023,Jeff W.,POSTED
555,New South Wales_Australia_148,New South Wales,Australia,APR-2023,New South Wales_Australia_148-APR-2023,Adam S.,POSTED
556,New South Wales_Australia_148,New South Wales,Australia,MAY-2023,New South Wales_Australia_148-MAY-2023,Jeff W.,POSTED
557,New South Wales_Australia_148,New South Wales,Australia,JUN-2023,New South Wales_Australia_148-JUN-2023,Eszter S.,PROCESSED
558,New South Wales_Australia_148,New South Wales,Australia,JUL-2023,New South Wales_Australia_148-JUL-2023,Carlos R.,POSTED
559,New South Wales_Australia_148,New South Wales,Australia,AUG-2023,New South Wales_Australia_148-AUG-2023,Eszter S.,POSTED
560,New South Wales_Australia_148,New South Wales,Australia,SEP-2023,New South Wales_Australia_148-SEP-2023,Adam S.,POSTED
561,New South Wales_Australia_148,New South Wales,Australia,OCT-2023,New South Wales_Australia_148-OCT-2023,Carlos R.,POSTED
562,New South Wales_Australia_148,New South Wales,Australia,NOV-2023,New South Wales_Australia_148-NOV-2023,Eszter S.,POSTED
563,New South Wales_Australia_148,New South Wales,Australia,DEC-2023,New South Wales_Australia_148-DEC-2023,Jeff W.,POSTED
564,New South Wales_Australia_148,New South Wales,Australia,JAN-2024,New South Wales_Australia_148-JAN-2024,Carlos R.,POSTED
565,New South Wales_Australia_148,New South Wales,Australia,FEB-2024,New South Wales_Australia_148-FEB-2024,Jeff W.,POSTED
566,New South Wales_Australia_148,New South Wales,Australia,MAR-2024,New South Wales_Australia_148-MAR-2024,Jeff W.,POSTED
567,New South Wales_Australia_148,New South Wales,Australia,APR-2024,New South Wales_Australia_148-APR-2024,Eszter S.,POSTED
568,New South Wales_Australia_148,New South Wales,Australia,MAY-2024,New South Wales_Australia_148-MAY-2024,Eszter S.,POSTED
569,New South Wales_Australia_148,New South Wales,Australia,JUN-2024,New South Wales_Australia_148-JUN-2024,Adam S.,POSTED
570,New South Wales_Australia_148,New South Wales,Australia,JUL-2024,New South Wales_Australia_148-JUL-2024,Jeff W.,IN-PROCESS
571,New South Wales_Australia_148,New South Wales,Australia,AUG-2024,New South Wales_Australia_148-AUG-2024,Adam S.,POSTED
572,New South Wales_Australia_148,New South Wales,Australia,SEP-2024,New South Wales_Australia_148-SEP-2024,Adam S.,POSTED
573,New South Wales_Australia_148,New South Wales,Australia,OCT-2024,New South Wales_Australia_148-OCT-2024,Jeff W.,POSTED
574,New South Wales_Australia_148,New South Wales,Australia,NOV-2024,New South Wales_Australia_148-NOV-2024,Carlos R.,POSTED
575,New South Wales_Australia_148,New South Wales,Australia,DEC-2024,New South Wales_Australia_148-DEC-2024,Adam S.,POSTED
576,South Australia_Australia_255,South Australia,Australia,JAN-2021,South Australia_Australia_255-JAN-2021,Eszter S.,POSTED
577,South Australia_Australia_255,South Australia,Australia,FEB-2021,South Australia_Australia_255-FEB-2021,Jeff W.,POSTED
578,South Australia_Australia_255,South Australia,Australia,MAR-2021,South Australia_Australia_255-MAR-2021,Jeff W.,POSTED
579,South Australia_Australia_255,South Australia,Australia,APR-2021,South Australia_Australia_255-APR-2021,Carlos R.,POSTED
580,South Australia_Australia_255,South Australia,Australia,MAY-2021,South Australia_Australia_255-MAY-2021,Carlos R.,POSTED
581,South Australia_Australia_255,South Australia,Australia,JUN-2021,South Australia_Australia_255-JUN-2021,Eszter S.,POSTED
582,South Australia_Australia_255,South Australia,Australia,JUL-2021,South Australia_Australia_255-JUL-2021,Adam S.,POSTED
583,South Australia_Australia_255,South Australia,Australia,AUG-2021,South Australia_Australia_255-AUG-2021,Jeff W.,POSTED
584,South Australia_Australia_255,South Australia,Australia,SEP-2021,South Australia_Australia_255-SEP-2021,Jeff W.,POSTED
585,South Australia_Australia_255,South Australia,Australia,OCT-2021,South Australia_Australia_255-OCT-2021,Jeff W.,POSTED
586,South Australia_Australia_255,South Australia,Australia,NOV-2021,South Australia_Australia_255-NOV-2021,Eszter S.,POSTED
587,South Australia_Australia_255,South Australia,Australia,DEC-2021,South Australia_Australia_255-DEC-2021,Adam S.,POSTED
588,South Australia_Australia_255,South Australia,Australia,JAN-2022,South Australia_Australia_255-JAN-2022,Adam S.,POSTED
589,South Australia_Australia_255,South Australia,Australia,FEB-2022,South Australia_Australia_255-FEB-2022,Jeff W.,SUBMITTED
590,South Australia_Australia_255,South Australia,Australia,MAR-2022,South Australia_Australia_255-MAR-2022,Adam S.,POSTED
591,South Australia_Australia_255,South Australia,Australia,APR-2022,South Australia_Australia_255-APR-2022,Eszter S.,POSTED
592,South Australia_Australia_255,South Australia,Australia,MAY-2022,South Australia_Australia_255-MAY-2022,Adam S.,POSTED
593,South Australia_Australia_255,South Australia,Australia,JUN-2022,South Australia_Australia_255-JUN-2022,Carlos R.,POSTED
594,South Australia_Australia_255,South Australia,Australia,JUL-2022,South Australia_Australia_255-JUL-2022,Adam S.,POSTED
595,South Australia_Australia_255,South Australia,Australia,AUG-2022,South Australia_Australia_255-AUG-2022,Adam S.,POSTED
596,South Australia_Australia_255,South Australia,Australia,SEP-2022,South Australia_Australia_255-SEP-2022,Eszter S.,POSTED
597,South Australia_Australia_255,South Australia,Australia,OCT-2022,South Australia_Australia_255-OCT-2022,Eszter S.,POSTED
598,South Australia_Australia_255,South Australia,Australia,NOV-2022,South Australia_Australia_255-NOV-2022,Jeff W.,POSTED
599,South Australia_Australia_255,South Australia,Australia,DEC-2022,South Australia_Australia_255-DEC-2022,Jeff W.,SUBMITTED
600,South Australia_Australia_255,South Australia,Australia,JAN-2023,South Australia_Australia_255-JAN-2023,Adam S.,POSTED
601,South Australia_Australia_255,South Australia,Australia,FEB-2023,South Australia_Australia_255-FEB-2023,Carlos R.,POSTED
602,South Australia_Australia_255,South Australia,Australia,MAR-2023,South Australia_Australia_255-MAR-2023,Jeff W.,POSTED
603,South Australia_Australia_255,South Australia,Australia,APR-2023,South Australia_Australia_255-APR-2023,Adam S.,POSTED
604,South Australia_Australia_255,South Australia,Australia,MAY-2023,South Australia_Australia_255-MAY-2023,Eszter S.,POSTED
605,South Australia_Australia_255,South Australia,Australia,JUN-2023,South Australia_Australia_255-JUN-2023,Jeff W.,POSTED
606,South Australia_Australia_255,South Australia,Australia,JUL-2023,South Australia_Australia_255-JUL-2023,Carlos R.,POSTED
607,South Australia_Australia_255,South Australia,Australia,AUG-2023,South Australia_Australia_255-AUG-2023,Carlos R.,POSTED
608,South Australia_Australia_255,South Australia,Australia,SEP-2023,South Australia_Australia_255-SEP-2023,Carlos R.,POSTED
609,South Australia_Australia_255,South Australia,Australia,OCT-2023,South Australia_Australia_255-OCT-2023,Jeff W.,POSTED
610,South Australia_Australia_255,South Australia,Australia,NOV-2023,South Australia_Australia_255-NOV-2023,Jeff W.,POSTED
611,South Australia_Australia_255,South Australia,Australia,DEC-2023,South Australia_Australia_255-DEC-2023,Jeff W.,POSTED
612,South Australia_Australia_255,South Australia,Australia,JAN-2024,South Australia_Australia_255-JAN-2024,Jeff W.,POSTED
613,South Australia_Australia_255,South Australia,Australia,FEB-2024,South Australia_Australia_255-FEB-2024,Carlos R.,POSTED
614,South Australia_Australia_255,South Australia,Australia,MAR-2024,South Australia_Australia_255-MAR-2024,Adam S.,POSTED
615,South Australia_Australia_255,South Australia,Australia,APR-2024,South Australia_Australia_255-APR-2024,Adam S.,POSTED
616,South Australia_Australia_255,South Australia,Australia,MAY-2024,South Australia_Australia_255-MAY-2024,Adam S.,SUBMITTED
617,South Australia_Australia_255,South Australia,Australia,JUN-2024,South Australia_Australia_255-JUN-2024,Adam S.,SUBMITTED
618,South Australia_Australia_255,South Australia,Australia,JUL-2024,South Australia_Australia_255-JUL-2024,Adam S.,POSTED
619,South Australia_Australia_255,South Australia,Australia,AUG-2024,South Australia_Australia_255-AUG-2024,Jeff W.,POSTED
620,South Australia_Australia_255,South Australia,Australia,SEP-2024,South Australia_Australia_255-SEP-2024,Jeff W.,POSTED
621,South Australia_Australia_255,South Australia,Australia,OCT-2024,South Australia_Australia_255-OCT-2024,Jeff W.,POSTED
622,South Australia_Australia_255,South Australia,Australia,NOV-2024,South Australia_Australia_255-NOV-2024,Adam S.,POSTED
623,South Australia_Australia_255,South Australia,Australia,DEC-2024,South Australia_Australia_255-DEC-2024,Adam S.,POSTED
624,Sikkim_India_186,Sikkim,India,JAN-2021,Sikkim_India_186-JAN-2021,Jeff W.,POSTED
625,Sikkim_India_186,Sikkim,India,FEB-2021,Sikkim_India_186-FEB-2021,Eszter S.,POSTED
626,Sikkim_India_186,Sikkim,India,MAR-2021,Sikkim_India_186-MAR-2021,Adam S.,POSTED
627,Sikkim_India_186,Sikkim,India,APR-2021,Sikkim_India_186-APR-2021,Jeff W.,POSTED
628,Sikkim_India_186,Sikkim,India,MAY-2021,Sikkim_India_186-MAY-2021,Eszter S.,POSTED
629,Sikkim_India_186,Sikkim,India,JUN-2021,Sikkim_India_186-JUN-2021,Jeff W.,POSTED
630,Sikkim_India_186,Sikkim,India,JUL-2021,Sikkim_India_186-JUL-2021,Carlos R.,POSTED
631,Sikkim_India_186,Sikkim,India,AUG-2021,Sikkim_India_186-AUG-2021,Carlos R.,POSTED
632,Sikkim_India_186,Sikkim,India,SEP-2021,Sikkim_India_186-SEP-2021,Jeff W.,IN-PROCESS
633,Sikkim_India_186,Sikkim,India,OCT-2021,Sikkim_India_186-OCT-2021,Jeff W.,POSTED
634,Sikkim_India_186,Sikkim,India,NOV-2021,Sikkim_India_186-NOV-2021,Carlos R.,POSTED
635,Sikkim_India_186,Sikkim,India,DEC-2021,Sikkim_India_186-DEC-2021,Eszter S.,POSTED
636,Sikkim_India_186,Sikkim,India,JAN-2022,Sikkim_India_186-JAN-2022,Carlos R.,IN-PROCESS
637,Sikkim_India_186,Sikkim,India,FEB-2022,Sikkim_India_186-FEB-2022,Jeff W.,POSTED
638,Sikkim_India_186,Sikkim,India,MAR-2022,Sikkim_India_186-MAR-2022,Carlos R.,POSTED
639,Sikkim_India_186,Sikkim,India,APR-2022,Sikkim_India_186-APR-2022,Adam S.,POSTED
640,Sikkim_India_186,Sikkim,India,MAY-2022,Sikkim_India_186-MAY-2022,Carlos R.,POSTED
641,Sikkim_India_186,Sikkim,India,JUN-2022,Sikkim_India_186-JUN-2022,Jeff W.,POSTED
642,Sikkim_India_186,Sikkim,India,JUL-2022,Sikkim_India_186-JUL-2022,Jeff W.,POSTED
643,Sikkim_India_186,Sikkim,India,AUG-2022,Sikkim_India_186-AUG-2022,Carlos R.,POSTED
644,Sikkim_India_186,Sikkim,India,SEP-2022,Sikkim_India_186-SEP-2022,Adam S.,IN-PROCESS
645,Sikkim_India_186,Sikkim,India,OCT-2022,Sikkim_India_186-OCT-2022,Jeff W.,POSTED
646,Sikkim_India_186,Sikkim,India,NOV-2022,Sikkim_India_186-NOV-2022,Jeff W.,POSTED
647,Sikkim_India_186,Sikkim,India,DEC-2022,Sikkim_India_186-DEC-2022,Eszter S.,POSTED
648,Sikkim_India_186,Sikkim,India,JAN-2023,Sikkim_India_186-JAN-2023,Adam S.,POSTED
649,Sikkim_India_186,Sikkim,India,FEB-2023,Sikkim_India_186-FEB-2023,Jeff W.,POSTED
650,Sikkim_India_186,Sikkim,India,MAR-2023,Sikkim_India_186-MAR-2023,Adam S.,POSTED
651,Sikkim_India_186,Sikkim,India,APR-2023,Sikkim_India_186-APR-2023,Jeff W.,POSTED
652,Sikkim_India_186,Sikkim,India,MAY-2023,Sikkim_India_186-MAY-2023,Carlos R.,POSTED
653,Sikkim_India_186,Sikkim,India,JUN-2023,Sikkim_India_186-JUN-2023,Eszter S.,POSTED
654,Sikkim_India_186,Sikkim,India,JUL-2023,Sikkim_India_186-JUL-2023,Adam S.,POSTED
655,Sikkim_India_186,Sikkim,India,AUG-2023,Sikkim_India_186-AUG-2023,Eszter S.,POSTED
656,Sikkim_India_186,Sikkim,India,SEP-2023,Sikkim_India_186-SEP-2023,Adam S.,POSTED
657,Sikkim_India_186,Sikkim,India,OCT-2023,Sikkim_India_186-OCT-2023,Carlos R.,POSTED
658,Sikkim_India_186,Sikkim,India,NOV-2023,Sikkim_India_186-NOV-2023,Carlos R.,POSTED
659,Sikkim_India_186,Sikkim,India,DEC-2023,Sikkim_India_186-DEC-2023,Eszter S.,POSTED
660,Sikkim_India_186,Sikkim,India,JAN-2024,Sikkim_India_186-JAN-2024,Adam S.,POSTED
661,Sikkim_India_186,Sikkim,India,FEB-2024,Sikkim_India_186-FEB-2024,Eszter S.,POSTED
662,Sikkim_India_186,Sikkim,India,MAR-2024,Sikkim_India_186-MAR-2024,Eszter S.,PROCESSED
663,Sikkim_India_186,Sikkim,India,APR-2024,Sikkim_India_186-APR-2024,Jeff W.,POSTED
664,Sikkim_India_186,Sikkim,India,MAY-2024,Sikkim_India_186-MAY-2024,Carlos R.,POSTED
665,Sikkim_India_186,Sikkim,India,JUN-2024,Sikkim_India_186-JUN-2024,Carlos R.,POSTED
666,Sikkim_India_186,Sikkim,India,JUL-2024,Sikkim_India_186-JUL-2024,Adam S.,POSTED
667,Sikkim_India_186,Sikkim,India,AUG-2024,Sikkim_India_186-AUG-2024,Jeff W.,POSTED
668,Sikkim_India_186,Sikkim,India,SEP-2024,Sikkim_India_186-SEP-2024,Jeff W.,POSTED
669,Sikkim_India_186,Sikkim,India,OCT-2024,Sikkim_India_186-OCT-2024,Jeff W.,POSTED
670,Sikkim_India_186,Sikkim,India,NOV-2024,Sikkim_India_186-NOV-2024,Eszter S.,POSTED
671,Sikkim_India_186,Sikkim,India,DEC-2024,Sikkim_India_186-DEC-2024,Adam S.,POSTED
672,New Jersey_United States_11,New Jersey,United States,JAN-2021,New Jersey_United States_11-JAN-2021,Carlos R.,POSTED
673,New Jersey_United States_11,New Jersey,United States,FEB-2021,New Jersey_United States_11-FEB-2021,Jeff W.,SUBMITTED
674,New Jersey_United States_11,New Jersey,United States,MAR-2021,New Jersey_United States_11-MAR-2021,Eszter S.,POSTED
675,New Jersey_United States_11,New Jersey,United States,APR-2021,New Jersey_United States_11-APR-2021,Jeff W.,POSTED
676,New Jersey_United States_11,New Jersey,United States,MAY-2021,New Jersey_United States_11-MAY-2021,Carlos R.,POSTED
677,New Jersey_United States_11,New Jersey,United States,JUN-2021,New Jersey_United States_11-JUN-2021,Carlos R.,POSTED
678,New Jersey_United States_11,New Jersey,United States,JUL-2021,New Jersey_United States_11-JUL-2021,Eszter S.,POSTED
679,New Jersey_United States_11,New Jersey,United States,AUG-2021,New Jersey_United States_11-AUG-2021,Adam S.,POSTED
680,New Jersey_United States_11,New Jersey,United States,SEP-2021,New Jersey_United States_11-SEP-2021,Jeff W.,POSTED
681,New Jersey_United States_11,New Jersey,United States,OCT-2021,New Jersey_United States_11-OCT-2021,Jeff W.,POSTED
682,New Jersey_United States_11,New Jersey,United States,NOV-2021,New Jersey_United States_11-NOV-2021,Jeff W.,POSTED
683,New Jersey_United States_11,New Jersey,United States,DEC-2021,New Jersey_United States_11-DEC-2021,Adam S.,POSTED
684,New Jersey_United States_11,New Jersey,United States,JAN-2022,New Jersey_United States_11-JAN-2022,Adam S.,POSTED
685,New Jersey_United States_11,New Jersey,United States,FEB-2022,New Jersey_United States_11-FEB-2022,Jeff W.,POSTED
686,New Jersey_United States_11,New Jersey,United States,MAR-2022,New Jersey_United States_11-MAR-2022,Eszter S.,POSTED
